id,pred_content_id,true_content_id
t_0020bde404c1,c_5944cd419150 c_978da5beda25 c_290bb5712efd c_2b349c258301 c_49252b452c79 c_6986b32f0374 c_14503de0fed2 c_8bf6794bc3dd c_12bbf72cb4e4 c_8c7724c4ac02,c_9cf7f631f662
t_0021d8020514,c_470667022e30 c_6eb1c05b708a c_de35548234a4 c_f28d6b4f3ff8 c_d422b3489dfa c_849605ddfbfe c_f817aa3aeee7 c_e8e95d056a41 c_a2ebac399f44 c_c0cff229a938,c_e7e44cb2c32d
t_00260f878951,c_691916f13e7f c_d7446dc9061f c_d9394a93b4bb c_ba2c46ee044c c_86e17c92cd46 c_8ab7b452e102 c_94e644126276 c_38ac2babd9bd c_bd164013582b c_cb5fc01670e3,c_86f126d7f1f8
t_002dfcaaf1d7,c_13ab18f45197 c_7dd208aab8ff c_99028e3fd1bc c_0aa9855c6415 c_e1dbab4091a0 c_65f80cf1ed91 c_e2adee4ccd73 c_404baaa0a2fe c_83c432990ec3 c_82bfa556195f,c_7c35d77064e5
t_002eec45174c,c_9338684fe527 c_3386a0af5cad c_d14e327742a3 c_46cd58cc0b17 c_7971ba5f03c4 c_29633da013a9 c_eece7b3747c8 c_3a12b23519f3 c_1344faea11c6 c_b44c206ad756,c_29633da013a9 c_3386a0af5cad c_4216ceb928c6 c_6062d2e46506 c_7971ba5f03c4 c_9338684fe527 c_b44c206ad756
t_002f563fc457,c_5d5788ebeb4b c_79fcd5e17b5c c_c08fd92b1569 c_e189d7c73177 c_9208a6d4360c c_0a8177579acd c_0f7d0f19c789 c_7e4b3c7bfd15 c_8718cf8292e9 c_8900622ff419,c_05d837ca6aec c_0f7d0f19c789 c_5d5788ebeb4b c_79fcd5e17b5c c_a66e8e5b289c c_c08fd92b1569 c_c783df56af2e
t_003761386023,c_10ff1941f79d c_d233d7c8bd39 c_49b4a5249b32 c_340b9bf23057 c_dc2e08be6fc7 c_b8ef581e4311 c_e0479ea0d702 c_8c61f1758d41 c_c1282d745c15 c_ed085e8f1a1f,c_07d4534a2fc4 c_340b9bf23057
t_003bb2871126,c_b1a7480f8159 c_4545f1f82084 c_d5aa96e03058 c_3381bd0d8f7a c_a39e47254383 c_5965395d712d c_8a63ec113e77 c_ab41f029c1e0 c_be7f352c78ef c_0ffa457a7f92,c_900e086f821e c_ec78b46e1cbe
t_003c1782b8c2,c_4fa38f97cd23 c_968503c1e81d c_1b34550c4077 c_caa16fc08df7 c_e783e73d4fa7 c_a06564b4cc02 c_9e801e3f512e c_20cc417f7569 c_d35c5a037ac0 c_d3e0c780663d,c_4fa38f97cd23 c_5b82222a01f0 c_8aa8f246b0db c_968503c1e81d c_d3e0c780663d
t_003e944a4758,c_ce113472281f c_26f34553340b c_c0e87c6c2ef7 c_f75f660488c3 c_dc7d8f44f85b c_31de2c0289ee c_afe1095b2da0 c_46f81dd73983 c_9305861e25a5 c_c64f1506a436,c_8f6966ad85f6
t_003f1d619141,c_c4f742b82242 c_28f8f20ed75d c_11f2fe4f6e0d c_41cafd6c1bc0 c_9b20130f8156 c_57c80f687235 c_6ebb38f19cdf c_43caf50f97cd c_11268dadc276 c_bc7696e74a12,c_28f8f20ed75d c_41cafd6c1bc0 c_c4f742b82242
t_0043301d4771,c_da37324c3a49 c_721c729a7c07 c_61f996ea544e c_e1505499517b c_ac363afcb792 c_ae9cd3168619 c_b97bb7bb853c c_c6f8694964cc c_a15633701a5a c_b989754fe5f4,c_61f996ea544e c_677d2b86e021 c_7a34858ccb48 c_8dcdc02d292c c_b335cad86045 c_b989754fe5f4 c_d8f8c187f8dc c_da37324c3a49 c_e5bc2b385389 c_ff1a105cd099 c_ff1fd9de6321
t_00437f5d7ce1,c_4eb55d107e5f c_6d04d8591811 c_0f02ee90eb16 c_9329499fbc6b c_8489a164b1ca c_3f13c774a713 c_ea0a2006e2af c_825aa7726e99 c_a38a43c55a91 c_44abaf8a8bfe,c_06455d8a3610 c_8ecff4e06ce5 c_fcb2585bc640
t_0046c8eb939b,c_8a6a7d0251d3 c_794db9eae305 c_1552ab489eaa c_cc31517ff790 c_334390de48b2 c_a95d1cf6d655 c_99f8b24612ca c_463e378f92d7 c_56b526f96df1 c_95f73f3ef95a,c_24cb632a767a
t_0048851c9d8d,c_0ba642656c76 c_47ea5047f8e2 c_635187f25ff9 c_d6225c139093 c_eb08279322f3 c_98d544e8547d c_c89ed1bf8637 c_c60d0fb8dcfa c_ac0a507865fe c_d39ddead89ea,c_114055ab9c30 c_4bdd3dc5edc9
t_00535b89fd1d,c_3ba79a1a449e c_2c6bcad1eba5 c_e4569c3aa75e c_8c8f91c61e67 c_189799d6b9a3 c_d83a12084174 c_841e18f64fae c_25b03bd6d96b c_f70c9aae43d9 c_ad3d990b633d,c_189799d6b9a3 c_33e862f552f5 c_4f1702d3ffce c_841e18f64fae c_a6bbe3c41dc0
t_00585d771647,c_470667022e30 c_6eb1c05b708a c_de35548234a4 c_f28d6b4f3ff8 c_d422b3489dfa c_849605ddfbfe c_f817aa3aeee7 c_e8e95d056a41 c_a2ebac399f44 c_c0cff229a938,c_79776f39cb98
t_005af63f14e8,c_f9fcd64127dd c_6272a924b911 c_fbc0ff54c1e5 c_ed7a5202afe1 c_0daca2a69e29 c_815faf4edf9e c_527865afc28e c_9e75273778a9 c_baa690c46255 c_6a62009d4163,c_1ad34ac9adb4
t_005db937bae8,c_ddfa3b583982 c_454c2b032347 c_b37fb9c58c90 c_4fe09e47f92f c_48d06556151b c_ab5a305d58bd c_4d0b65552354 c_daf20f3be29b c_d31aa6001f10 c_c44221dac92d,c_47941d1f056a c_4d0b65552354 c_4fe09e47f92f c_64ba76cf3354 c_68abd2acfd87 c_77540e53ae48 c_ab5a305d58bd c_ae2f9696e873 c_b37fb9c58c90 c_daf20f3be29b c_db16c3e983d8 c_e650b34f271a
t_005dd3c69dc4,c_e8ac70d06bfa c_50816e414793 c_104b9ade1457 c_95ffb3c31cf9 c_1653e3673a1f c_df1cdb0f0e1d c_410363882a28 c_ab10a061796f c_cbba5770b3bd c_09bf9b8bfb50,c_50816e414793 c_e8ac70d06bfa
t_006038bb5e62,c_ce67232b72b5 c_a12996976ba8 c_8582f3a731c5 c_576b1ebf48ab c_1c1a4d078d24 c_4becc095bb3a c_0ebbe4150a6d c_e2f91fe2f3c7 c_02d844d5bf43 c_24fcf7b11771,c_20b394b64c96 c_5fc9bb8ec933 c_f8fb9147a295
t_0062b3cbe9a6,c_0b122f18ce80 c_3d08a35d8d0f c_adfa46dc31ff c_b78818ef0d35 c_24c033f6bdf0 c_2566eec4f703 c_50794000132f c_9e447ac29d39 c_db85435057bb c_c4f512ff4c8f,c_0b122f18ce80 c_1bcdb0913877 c_9e447ac29d39 c_b423c0cd782a c_b78818ef0d35 c_d026a5fc8d62
t_0063126c08a8,c_7ad3e771cc09 c_89a9067776e0 c_3882c4b4a47a c_e779a8b9ed08 c_b79cffdbed3f c_26dba023be80 c_0b310fb7513f c_dcdfdb7ce23f c_80570ddb3d3e c_38a753f7c4b0,c_08f6b0bec56d c_139865bfb712 c_19034ef82c23 c_32b5f53bcc94 c_667f221f7a6f c_6f9b293c5864 c_7ad3e771cc09 c_866568c04f36 c_89a9067776e0 c_a8b2b1a17b85 c_a9066ec16fe5 c_ad5b73e83d15 c_ae98206b7454 c_b79cffdbed3f c_d060913cfd47 c_d0627169a884 c_dcdfdb7ce23f c_dfe0eb0996c0 c_e05cdff52842 c_e779a8b9ed08 c_ead4613a5378 c_ef911f8a52b3 c_f4ad007fcea2 c_febee17022fa c_ffe553d01e6e
t_006447405435,c_9e491005995b c_05eb0e20244d c_445b67f09b68 c_3ac64d54be2e c_67a31c8c8a11 c_ff8a9e08c8f0 c_6630156410b1 c_31b322537cee c_539143566a7f c_ca965ea1fb89,c_31f8cb2934f3 c_6fbdf56cac47 c_d657ada0679f
t_006550527831,c_4ed70d40c9c3 c_f3b95247fc9a c_e3e30460addf c_ffb614275a8f c_62e5a6c1dccb c_5824ab8c3a2e c_ff3120d0416b c_1061f1b5516e c_f7881ab0f235 c_a4630be8a834,c_fc2f00d2f978
t_0065df081747,c_6a11eaf445b9 c_475ba42c7850 c_1b070ddc37bd c_cca5f6b23e29 c_b6da76044597 c_c00152745fa0 c_46f8e753f208 c_a98517febd02 c_f95e5f223176 c_db1c5eabfab6,c_0f4070182934 c_366af38f2538 c_4b5873fe86e2 c_66010a2cb9f3 c_89a0601baa26
t_00679db553c5,c_b622fbfd901e c_472c18a833a4 c_6e7c127982b6 c_1210df0a7f27 c_8a4f2f8af48a c_b6c08cdb8e1d c_7fa5b80d4c95 c_715d8573b690 c_9cf50065d6da c_d2942e0f68c8,c_7fa5b80d4c95 c_8a4f2f8af48a c_9b4583b17df4 c_b618a1fce77c c_b6c08cdb8e1d c_e0c67fa1a95f
t_0067a1a6260a,c_2d32971171b5 c_176570b7135d c_34a81f6a062b c_551036a425da c_cd7fe70d30d0 c_9bf0390f68e5 c_ea23a1d8e4d5 c_28dde83c3e7e c_ac497dfabfad c_eac59e227d28,c_25f5ae2a130c c_3d161a7e67b7 c_8a0e096aa2e0 c_cbd44d458b84 c_d975a404e6b1
t_00697daa2b18,c_f8ad6969feea c_bcd29f045675 c_d290b877ce4c c_c1f449d70748 c_52aef0bd43f1 c_d2fcf68cfdfe c_8389b196cca8 c_54b2393816fe c_a60c22094fe7 c_9813fee2f140,c_122612e87a75 c_6c8c4c722c59 c_7c44bf6d928b c_d2fcf68cfdfe c_d86fbeedcf32 c_f8ad6969feea
t_006acec0347a,c_8906749f04b5 c_d6e8aae10872 c_9d9c8faeded8 c_8f6281e973f8 c_bc1423a76dca c_50de20e5957f c_e76f2762cf12 c_19ab49589db1 c_d60b10b31409 c_d7a35f5c2d2a,c_50de20e5957f c_5e87263db679 c_6f62d947c0bd c_bc1423a76dca c_d6e8aae10872 c_e76f2762cf12
t_006b0c40d410,c_e58dbe229b3a c_d61456534a8d c_233313b230f2 c_6cc6dac8b433 c_067eb48ddc65 c_3477b2d5c3ad c_524e504f67e7 c_53e8d8de365f c_5d42e6132e03 c_255a48664b86,c_b838bbd06cbd
t_007a41ee336d,c_1ae8805d8fe1 c_9e663f4d3e7c c_2915edf83c47 c_c6f46a25db7e c_54384824bc83 c_5ac40d916b94 c_b718d163b5be c_488c2bcc2df7 c_0348cb8c51f3 c_9ec3e5e2f457,c_1ae8805d8fe1
t_007dc9b9459f,c_2f79e52283de c_3884d198deb7 c_e9bcba297987 c_10665939e81a c_f59e4dd4bda0 c_b0a42504a2f2 c_33bb1f1eabd9 c_c0a7b1bad3a3 c_498ef8553b56 c_e93371ff205e,c_8faf20ea4260
t_007e54e21339,c_d12420bb6894 c_d6014e1a7f23 c_a65f63db6629 c_80fe928d3455 c_93d0c4c67998 c_f97c7ca00044 c_92def64295e3 c_0f1c5f37eb6c c_6c560804a8d4 c_d1cf050c98b8,c_0f1c5f37eb6c c_374cb2e594c3 c_60042e6b009c c_6c560804a8d4 c_80fe928d3455 c_93d0c4c67998 c_a65f63db6629 c_d12420bb6894 c_f97c7ca00044
t_007fb58bdafd,c_40fa7103818f c_d20b511575a1 c_79d8e4e00dc5 c_31151f91a558 c_c1b4404e1c59 c_27eafdb1f4f7 c_022ba1f284a6 c_e98a6b5b5411 c_e724e73459ae c_8362ec96ebe6,c_04e6b34426c6 c_4f5925b37bdf
t_00888c7ce46e,c_79d19c20077d c_36ae72bd0741 c_05896e5422ab c_ba34ad9bddbf c_544d932a0dc0 c_490813d24eb0 c_87176f34dbd9 c_e437a268f370 c_27be8d6fa625 c_957d59ae5b5e,c_094372ab01ba
t_008ae6ade193,c_ce67232b72b5 c_a12996976ba8 c_8582f3a731c5 c_576b1ebf48ab c_1c1a4d078d24 c_4becc095bb3a c_0ebbe4150a6d c_e2f91fe2f3c7 c_02d844d5bf43 c_24fcf7b11771,c_31d43f1390a2 c_3c083f1f3565 c_544637ac9c92 c_681e32474a5b c_939144b13e41 c_c7fabd19036d
t_00910415ee1a,c_7d6d0152c675 c_b9b08c7de725 c_d10b77ae9364 c_3d3dc936245b c_c3b9297b4445 c_3a7d1949d4f5 c_ec1d7616c9f3 c_4d16cc636288 c_a6fb95441af0 c_096754c0d3d0,c_5819e3ac0a8f c_58408964cdde c_676d76607b85 c_b4429618cba1 c_b75e4d5c3b6e c_fd8b16ec64ed
t_00911e05daab,c_276f31aae6d1 c_69cb345c29ec c_e5dc766efe76 c_5125a53773cd c_4843b484fcd6 c_1104b6e18246 c_487fb3652e2b c_98246049fc76 c_98a4616b1072 c_66e99702ce47,c_627857890431 c_81274dad3815 c_c8296a8ddef7
